tweet_id,label
00BHHHP1,-0.25280238342285155
00UNMD0E,0.59542626953125
01AXPTJF,0.2908701171875
01HOEQJW,0.99248681640625
01JUKMAO,0.45595068359375
01V1X8XW,0.91279443359375
01VCVYR0,0.06678039550781249
01VO7KBO,0.40087890625000006
020SYHIL,0.9266308593750001
02CQIJUI,0.07714038085937501
02OLGGYV,-0.024824096679687505
02VDQ7JT,0.8820161132812501
03VDEOFZ,0.7344560546875
03W32GF1,-0.02608636474609375
0415LSAN,0.71484033203125
047IZEE1,0.87805712890625
04BA7VQ9,0.9129169921875
04Q6QMSI,0.969251953125
04UJ9Q31,0.26212890625
04W0XJEJ,-0.0973162841796875
05277SI4,0.09966473388671876
05OKQQBU,0.83745166015625
05PUPGUS,0.05295562744140625
0749FDXA,0.7959521484375001
078BED1W,-0.8269682617187502
07B3FVUX,-0.0143199462890625
07SO3YBG,-0.29992529296875
07VBSV9R,0.992833984375
07VRJ7KY,0.8282182617187501
07ZUS2DD,0.87565673828125
08DJ5XND,0.77964990234375
08HY52OR,0.13460498046874997
08ZVZMNA,0.95997705078125
09D4JMNJ,0.73270947265625
09DSYIQ7,0.012979248046875003
09O38XEV,-0.006373046874999996
0A21KQ6M,-0.03337735748291015
0A5K6EBZ,0.1285487060546875
0AKC7N18,0.9627666015625
0AVGJKYZ,0.084447265625
0BJTMHMU,0.088396484375
0BLHVV1M,0.048033020019531254
0C4IZ2NQ,0.38029638671875
0C5GV66O,0.9382685546875
0CBOHX9M,0.9348896484375
0CCJ1SMQ,0.3942822265625
0CGQFX6F,-0.0854046630859375
0CQ3QSYS,0.864990234375
0CXVNB4Q,0.7652343750000001
0D33P1WR,0.9333818359375001
0D3W2EG9,-0.7173442230224609
0D7OGTTQ,0.336541015625
0DCGQEQD,0.167115478515625
0DFIQMAV,0.042283203125
0DOD5YV1,0.9858203125
0DSEXSUT,0.9906337890625001
0E5E5VOC,0.6512905273437499
0EILVR8Z,0.0542686767578125
0ELNXTUQ,-0.14412744140625
0F36Y853,0.19560348510742187
0FCA4MPB,0.25705468750000005
0FKEWN0K,0.75854541015625
0FOBE3OZ,-0.05734979248046875
0FX9QJAS,-0.14641162109375
0G18CCZX,-0.09902185058593749
0G3S14B8,-0.9360681762695313
0G5WK2AZ,-0.17694787597656253
0GB1F2Q5,0.083808837890625
0GBJQZB7,0.13517828369140625
0GG5Y3LI,0.17972570800781248
0GOLHGV0,0.5307705078125
0H40XA1I,0.09794116210937501
0HAAKCTM,0.332463134765625
0HZWVJSU,0.8944492187499999
0HZZT3VB,0.77740771484375
0I1SE7QS,-0.20743164062499997
0I6TQSZE,0.09604980468750002
0IBBENNY,0.990232421875
0INHGQUR,-0.24091937255859375
0IRU7WSZ,0.64502685546875
0J1KH6IR,0.1584251708984375
0JFPL4WS,0.19560034179687502
0JOKLM2W,0.06729248046875
0JRF3UU6,0.946052734375
0JWZZYP6,0.017549072265624997
0K600HFK,0.055009373664855976
0KIQZZ55,0.7413774414062501
0KTRZU3F,0.7215458984375
0L5FPE0M,0.014670360565185548
0LJU7D73,0.14136767578125
0M5P9LC5,0.9567373046875001
0M738I3J,0.91309521484375
0MKZBCYV,0.9733779296875
0MQ7K6CC,0.48963720703125
0NEYSYJE,0.81962109375
0NM97TFK,0.9026220703125
0NYFVKVR,0.5466669921875
0OGKWRB6,0.07447030639648435
0P0F7Z28,0.81168603515625
0P1W9RZV,0.9624599609375
0PKQN5ZH,-0.032194244384765626
0Q269J05,0.39486035156250004
0QAJE1TS,0.008159423828125002
0QP8BFOL,0.92826171875
0QPJGR5L,0.007149246215820338
0QY53C2D,0.39575000000000005
0RBILGAY,0.04921789550781247
0RLELG5C,0.26039208984375
0RPFLABS,0.5901215820312501
0S7CQ4NM,0.9822329101562499
0S94ZK8X,0.354604248046875
0SKCHVYQ,-0.260412841796875
0SPN656F,-0.10518432617187501
0SYVQUV3,0.7738808593750001
0T9M01HO,0.5215390625
0TD9MYE7,-0.40745391845703127
0TVVGK0Y,-0.11109771728515624
0U5K9354,0.195729248046875
0UAS9KZ8,-0.040827392578125
0UU0K2M9,-0.05266601562500001
0V0E36KX,0.008685058593750001
0VJRIRF2,0.8347763671875
0VPWA7OP,0.2768118896484375
0VZZVO8K,0.7968544921875
0WJ49YKS,0.86359033203125
0WRP7CRH,0.9318374023437499
0WT10TDJ,0.9657958984375
0X5OKEGG,0.14963024902343752
0X5XXYXV,0.48751220703125
0X7XSWH8,0.45988134765625
0X9NOJIT,0.028630676269531252
0XA3P7K9,0.91714306640625
0XES42U3,0.101633544921875
0XG1BZYN,-0.09264228820800782
0XKCZLPF,0.7010146484374999
0XLA0FDU,0.014566528320312501
0XYD76FK,0.3944130859375
0Y09E8RV,0.42137646484375
0YDK8S9C,0.247523681640625
0YIZRXBP,0.5706708984375001
0YJTCA8W,-0.007752189636230464
0YNM4HVC,-0.07178564453125
0YTZPELQ,0.690442138671875
0Z2MDPDT,0.1501373291015625
0Z2RHQDH,0.83033984375
102U0YX3,0.57575439453125
107C2L0T,0.9714707031250001
107DHDBX,0.81434423828125
10BYCU8A,-0.08678857421875
10HEMN9C,0.08846223449707032
10VK7LE1,-0.060223724365234384
10YYE0DC,0.980640625
10YZV5WC,0.0689727783203125
10ZG51MZ,-0.007368774414062503
110TCSFM,0.699142578125
11GUK2S1,-0.3969432373046875
11HBNHBZ,-0.19005957031250004
11IVYVX2,0.73017578125
12L8FLPV,0.891340576171875
12NODYFQ,-0.87276513671875
12SDZ9RH,0.886806640625
1389W54H,0.14666003417968748
13BVQ17H,0.6914775390625
13IDRQ2L,-0.03218804931640625
13O16XLW,0.6937783203125001
13P6K8QY,0.9797451171875
13UO9VDI,0.06087936401367186
145PEZAA,0.11176123046875
146NWQHN,0.771353759765625
146W4L0B,0.76479736328125
14NPKO0I,0.05144669151306152
14VKGQMD,0.11964025878906251
156RKJ4J,0.0281204833984375
15LXW89U,0.5659096679687501
15T435VZ,0.44075439453125
15ZDGMGZ,-0.036911437988281254
16CSK3VX,-0.14695532226562502
16GABXU4,-0.05410437011718748
16M3GQBL,0.9964697265625
16QKOG7D,0.30356640625
16UV84RZ,0.723865234375
16X4WWOG,-0.4744052734375
17CA2RAB,0.020550933837890653
17U0TZP0,0.85897705078125
17V45OQY,0.23255249023437502
17YJ5XC7,0.9868427734375
1810S3I5,0.0751805419921875
18F24KHJ,0.6854692382812501
18FGTXCX,0.6826328125
18GHH8L1,-0.1599632568359375
18JWONSH,0.547217529296875
18KLKSIM,0.008685058593750001
18LR28MW,-0.06153045654296876
18X8NIYZ,0.98829296875
18YOVFEQ,0.87419775390625
195JQFF4,0.026984130859375
1960TJV9,0.5049873046875
19A3XHW0,-0.048641601562500004
19OCHYUN,0.40736523437500005
19OQCFPQ,0.6240703125
19R1ZAK4,0.1534775390625
19RFNUPU,0.997087890625
19TXSZ4C,-0.06497198486328126
1A5329KK,0.1255377197265625
1AEQBETN,-0.257060001373291
1AGLX0FE,-0.02508924865722652
1AW8QSL4,0.0319683837890625
1AYJQ9EZ,-0.0084178466796875
1AYVYRYQ,0.69028759765625
1BHJM0RW,0.9908037109375001
1CDZ2D2P,0.86228515625
1CQEHL9J,-0.21272781372070315
1CVJMZDF,0.612758544921875
1CW7IG3S,0.025964843750000008
1D290KFF,-0.0619940185546875
1D89C1XQ,-0.007225921630859347
1DAIX0MA,0.6876875
1DNX3VRF,0.24659912109374998
1E9EBK5B,-0.6470068359375001
1ENRJ53J,0.974318359375
1EYYTF6R,0.8499873046875002
1FDILM4A,0.07399803161621094
1FELHUNC,0.784171875
1FQVXJOG,0.013028686523437496
1FTFR0JD,-0.04303558349609375
1FUDDMOH,0.10520753479003907
1FY7SVW4,0.09088916015625001
1G3BKVPH,0.9888745117187501
1GLR8XRG,0.0394281005859375
1GNA8599,0.9834736328125
1GPSS9KB,-0.205451774597168
1GUGJUDU,-0.33667626953125
1GVYL74K,0.06169287109375002
1H0CHYJV,0.8561132812500001
1H6D8SIO,0.985345703125
1H6UCU0F,0.9945361328125001
1HLZCWBS,0.14463146972656252
1HN5499Q,-0.30819311523437504
1HVDMB2S,0.8777470703125
1I5Y44LR,0.99332421875
1IK7LJZZ,0.027229370117187505
1J3NCJOO,0.1639486083984375
1JBC356U,-0.168379638671875
1JGHA5DB,0.9933291015625
1JGOLI11,-0.36658496093750004
1JO6NQRU,0.016538131713867203
1JQ4RLYU,-0.880235107421875
1JV441U6,0.378068359375
1JVVJ2L3,0.8983984375
1K7KJ3EM,0.12287939453124999
1KAPDGBL,0.0619442138671875
1KIXM6E7,0.17695446777343748
1KJKYS09,0.94209912109375
1L3TVUTI,0.3610119018554688
1LI7YTGK,0.46479541015625003
1LIR621Y,0.9963124999999999
1LJP0Q2T,0.60615234375
1LLXXFMT,0.8036035156250001
1LM2659Q,0.4269121551513672
1LMPYA19,0.997263671875
1LWISJYN,0.96920849609375
1M3MUGT7,-0.3110146484375
1M848CXN,0.21468701171874996
1M8M8LWY,0.04313168334960937
1MF8IRNZ,-0.0589354248046875
1MGE219Q,0.11430859375000002
1MVXNBML,0.954822265625
1MXZDT81,0.1171312255859375
1N5ELR4B,0.0726467590332031
1NL1IDBL,0.7995322265625
1NR57QVC,-0.5749282836914062
1O66DLEX,0.36633105468750005
1OG5E44N,0.74174951171875
1OLF5CES,-0.818549072265625
1OTCEUTB,0.3440595703125
1OV397YI,-0.22306787109375004
1P5OSMZS,0.88115966796875
1PDXT443,0.9107224121093751
1PHQGV1K,0.6383085937499999
1Q4973P1,-0.0284488525390625
1QHADUQ8,0.15383544921875
1QZZ632C,0.08307897949218751
1R10AD1G,0.9631689453125001
1R8LM9Q9,0.030975202560424808
1RJECTL1,0.8070126953125001
1RT2S3G6,0.017829345703125
1RVCUR4K,-0.18798193359374998
1RWQDVG6,-0.2182236328125
1S3AYP18,0.449884765625
1S3S29J1,0.1254822998046875
1S49M49N,0.94932080078125
1SG2X4ZU,0.8518637695312501
1SIX8HLK,0.85858203125
1SKCA8EP,0.14136767578125
1SLHV5XF,0.78633056640625
1SNNQTIP,0.9467265625
1SVQLHHM,0.11948974609375002
1T0C0J5I,0.9613134765625
1TE8URRE,0.757728515625
1THKW1AH,-0.006640624999999965
1TYDTNXF,0.209932373046875
1UD6PS78,0.9477255859375
1V79BWMO,0.3599423828125
1V8WAUGK,0.9310839843750001
1VF6PHC1,0.4167841796875
1VS5SVNH,0.8109912109375
1VTEVYH5,0.39408740234375006
1VYN1VPT,0.876193359375
1WJ55D2G,0.90098974609375
1WRK9FR2,0.86544140625
1WU05CCZ,0.07654699707031251
1WV6C4G3,0.3806767578125
1XLJKA7R,-0.04693026733398437
1XLM2TLU,0.45965771484375
1XNPDGRI,0.71127001953125
1Y9RZ3FX,0.6414619140625
1Y9YVSU4,0.7801630859375
1YYMPD3J,0.09446337890624999
1ZEJ12YM,0.049272827148437504
1ZH03KU3,0.87521044921875
1ZIJZJIW,-0.3719931030273438
1ZOOZCO3,0.9711103515624999
2029XRFF,0.227261962890625
2032QSMM,-0.34244885253906254
20GG6UW2,0.10098046875
20LVF2NC,0.141142333984375
20U6WZ29,0.9613076171875001
211GIYHQ,0.04255517578124998
2157Y7O7,0.9850292968750001
21W00O9A,-0.0901851806640625
21XGF2EZ,0.07208947753906252
222NA1KI,0.9183759765625
22G523JN,0.8309477539062501
22MVYMI2,0.1293580322265625
22QTELMS,-0.073130859375
22W84H17,0.019232788085937504
23P3SSVR,0.89826953125
23XQ7VZW,0.919375
2464245Z,-0.9432567138671875
24UH976E,0.96002734375
2584B7T4,0.362814453125
